constituency_type,contituency_name,candidate_name,Party Category,party_name,postal_votes,state_name,units,electioon_year,EVM_votes,rank,total_votes
General,Vijayawada,CHINTHALACHERUVU HEMALATHA,Other,Jai Maha Bharath Party,5,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,239,18,244
General,Vijayawada,DATLA LURTHU MERI,Other,Jaibhim Rao Bharat Party,8,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,409,13,417
General,Vijayawada,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),Other,Independent,'-,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3199,7,3199
General,Vijayawada,DEVARASETTY RAVEENDRA BABU,Other,Andhra Rastra Praja Samithi,3,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,328,15,331
General,Vijayawada,GUJJULA LALITHA,Other,Socialist Unity Centre Of India (COMMUNIST),4,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,323,16,327
General,Vijayawada,KESINENI SIVANATH (CHINNI),Other,Telugu Desam,9432,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,784722,1,794154
General,Vijayawada,KESINENI SRINIVAS (NANI),Other,Yuvajana Sramika Rythu Congress Party,6432,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,505637,2,512069
General,Vijayawada,KRISHNA KISHORE YANAMANDRA,Other,Navataram Party,168,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,7710,5,7878
General,Vijayawada,MEKA VENKATESWARA RAO,Other,Bahujan Samaj Party,49,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2184,8,2233
General,Vijayawada,N DASARADHA RAMI REDDY,Other,All India Jaihind Party,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,268,17,269
General,Vijayawada,NOTA,Other,None of the Above,155,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,9038,4,9193
General,Vijayawada,PERAM SIVA NAGESWARA RAO,Other,Republican Party of India (Athawale),3,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,365,14,368
General,Vijayawada,SYED KHAMURUNNISA,Other,Navarang Congress Party,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,600,11,601
General,Vijayawada,VENKATA ASHOK PAPPURI,Other,Independent,'-,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,6672,6,6672
General,Virudhunagar,ASHOK KUMAR M,Other,Bharatiya Praja Aikyata Party,65,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,5228,7,5293
General,Virudhunagar,GANESHAMOORTHI G,Other,Independent,3,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,457,28,460
General,Virudhunagar,JEYARAJ T,Other,Independent,8,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,602,25,610
General,Virudhunagar,KAUSHIK S,Other,Naam Tamilar Katchi,909,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,76122,4,77031
General,Virudhunagar,MAHENDRA RAMAKRISHNAN P,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2404,11,2405
General,Virudhunagar,MANICKAM TAGORE B,INC,Indian National Congress,2380,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,382876,1,385256
General,Virudhunagar,MANIKANDAN M,Other,Independent,5,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,3341,9,3346
General,Virudhunagar,MARIEESWARI M,Other,Independent,10,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1100,20,1110
General,Virudhunagar,MARISELVAM S,Other,All India People Development Party,3,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,708,24,711
General,Virudhunagar,MAYAK KANNAN,Other,Independent,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2749,10,2751
General,Virudhunagar,MUTHUKANNU C,Other,Tamilaga Makkal Nala Katchi,8,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,753,23,761
General,Virudhunagar,NOTA,Other,None of the Above,152,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,9256,5,9408
General,Virudhunagar,PALANICHAMY P,Other,Bahujan Dravida Party,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1261,16,1263
General,Virudhunagar,PALANISAMY K,Other,Independent,6,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1251,17,1257
General,Virudhunagar,PANDIYAMMAL R,Other,Independent,5,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2128,14,2133
General,Virudhunagar,RADIKAA R,BJP,Bharatiya Janata Party,2122,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,164149,3,166271
General,Virudhunagar,RAJAGOPAL S,Other,Independent,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,525,27,527
General,Virudhunagar,RAJESH,Other,Independent,6,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,6167,6,6173
General,Virudhunagar,SANKARANARAYANAN N,Other,Independent,4,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,994,21,998
General,Virudhunagar,SEKAR S,Other,Hindu Samaj Party,10,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,3436,8,3446
General,Virudhunagar,SELVAKUMAR M,Other,Independent,6,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,896,22,902
General,Virudhunagar,SELVARAJAN V V,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1120,19,1121
General,Virudhunagar,SELVI K,Other,Independent,23,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2165,13,2188
General,Virudhunagar,SUDALAIMANI M,Other,Independent,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1357,15,1359
General,Virudhunagar,SURESH,Other,Bahujan Samaj Party,19,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2378,12,2397
General,Virudhunagar,VEDHA @ DHAMODHARAN,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,599,26,600
General,Virudhunagar,VENKATESWARAN V K,Other,Independent,5,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1242,18,1247
General,Virudhunagar,VIJAYAPRABHAKARAN V,Other,Desiya Murpokku Dravida Kazhagam,2634,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,378243,2,380877
General,Visakhapatnam,ANDUKURI VIJAYA BHASKAR,Other,India Praja Bandhu Party,11,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1098,12,1109
General,Visakhapatnam,ARUNA SRI MURALA,Other,Independent,2,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1991,9,1993
General,Visakhapatnam,BANNA. RAMESH,Other,Dalita Bahujana Party,7,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,941,14,948
General,Visakhapatnam,BIKKAVOLU. CHALAMAJI,Other,Navarang Congress Party,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,4883,7,4884
General,Visakhapatnam,CHAPPIDI RAMU,Other,Independent,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,756,17,757
General,Visakhapatnam,CHINTADA SURYAM,Other,Naba Bharata Nirmana Seva Party,5,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,443,29,448
General,Visakhapatnam,DR. ACHUTHA BALAJI YADAV (MURAPALA),Other,Bharatha Chaitanya Yuvajana Party,10,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,628,21,638
General,Visakhapatnam,DR. GANAPATHI KONGARAPU.,Other,Republican Party of India (A),6,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,944,13,950
General,Visakhapatnam,DURGA PRASAD. GUNTU,Other,Bhartiya Rashtriya Dal,7,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,760,16,767
General,Visakhapatnam,G.A.N. ANAND,Other,Independent,'-,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,543,24,543
General,Visakhapatnam,GANAPATHI. JAGADEESWARA RAO (JAGADEESH),Other,Jai Maha Bharath Party,6,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,494,26,500
General,Visakhapatnam,GANDIKOTA RAJESH,Other,Navataram Party,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,392,30,393
General,Visakhapatnam,JALADI VIJAYA KUMARI,Other,Samajwadi Party,3,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,463,28,466
General,Visakhapatnam,JANARDHAN PONNADA.,Other,Independent,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,499,26,500
General,Visakhapatnam,JHANSI LAKSHMI. BOTCHA.,Other,Yuvajana Sramika Rythu Congress Party,5399,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,397821,2,403220
General,Visakhapatnam,K.A. PAUL,Other,Praja Shanthi Party,167,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,7529,4,7696
General,Visakhapatnam,KOLLI NAGA RAJU,Other,Independent,7,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,322,31,329
General,Visakhapatnam,LAGUDU. GOVINDA RAO,Other,Independent,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,293,33,294
General,Visakhapatnam,M.G.M. KHAN,Other,Independent,4,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,738,18,742
General,Visakhapatnam,MALLA SRAVANI,Other,Independent,2,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,271,34,273
General,Visakhapatnam,METTA RAMA RAO,Other,Independent,6,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,320,32,326
General,Visakhapatnam,NOTA,Other,None of the Above,142,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,5171,6,5313
General,Visakhapatnam,P. SATYA REDDY,INC,Indian National Congress,837,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,29430,3,30267
General,Visakhapatnam,P. SATYA VANI,Other,Pyramid Party of India,7,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,875,15,882
General,Visakhapatnam,PEDAPENKI SIVA PRASADA RAO,Other,Bahujan Samaj Party,85,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,6006,5,6091
General,Visakhapatnam,PIDIDHI APPARAO,Other,Independent,4,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,576,23,580
General,Visakhapatnam,SHANKAR DEVARA YADAV,Other,Independent,5,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,656,19,661
General,Visakhapatnam,SONDI KRISHNA.,Other,Independent,7,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1811,11,1818
General,Visakhapatnam,SRIBHARAT MATHUKUMILI,Other,Telugu Desam,13583,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,893884,1,907467
General,Visakhapatnam,THOTA VENKATA SAI MUKUND,Other,Praja Prasthanam Party,5,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,628,22,633
General,Visakhapatnam,V.N. SATYA NARAYANA,Other,Rashtriya Praja Congress (Secular),3,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2534,8,2537
General,Visakhapatnam,VADDI. HARI GANESH,Other,Independent,2,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,518,25,520
General,Visakhapatnam,VASUPILLI SURESH,Other,Independent,2,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1931,10,1933
General,Visakhapatnam,VENU MADHAV KARRI,Other,Independent,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,646,20,647
General,Vizianagaram,ADINARAYANA TADDI,Other,Independent,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,855,14,856
General,Vizianagaram,ALLU SRIRAMULU,Other,Independent,5,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3396,7,3401
General,Vizianagaram,APPALANAIDU KALISETTI,Other,Telugu Desam,13829,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,729284,1,743113
General,Vizianagaram,ATCHIYYA NAIDU SAMIREDDY,Other,Samajwadi Party,11,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1059,13,1070
General,Vizianagaram,BELLANA CHANDRASEKHAR,Other,Yuvajana Sramika Rythu Congress Party,6071,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,487691,2,493762
General,Vizianagaram,BOBBILI SRINU,INC,Indian National Congress,353,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,10270,4,10623
General,Vizianagaram,CHINNAM ARUNA KUMAR,Other,Jaibhim Rao Bharat Party,10,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1401,12,1411
General,Vizianagaram,MARISERLA KRISHNAMURTHY NAIDU,Other,Independent,12,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1617,10,1629
General,Vizianagaram,NOTA,Other,None of the Above,153,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,23097,3,23250
General,Vizianagaram,P V A ANANDA SAGAR,Other,Independent,4,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,787,15,791
General,Vizianagaram,PEERUBANDI PRAKASH RAO,Other,Bahujan Samaj Party,53,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,7985,5,8038
General,Vizianagaram,SAKHINETI ANANTHA RAJU,Other,Pyramid Party of India,10,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,715,16,725
General,Vizianagaram,SIYYADULA YELLA RAO,Other,Independent,2,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3105,8,3107
General,Vizianagaram,SRINIVASA RAO SAMBHANA,Other,Yuga Thulasi Party,3,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1758,9,1761
General,Vizianagaram,VANGAPANDU MAHESWARA RAO,Other,Naba Bharata Nirmana Seva Party,9,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1544,11,1553
General,Vizianagaram,VELURI VENKATA TRINADHARAO,Other,Independent,6,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,4146,6,4152
General,Wardha,ADV. BHASKAR MAROTRAO NEWARE,Other,Independent,11,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,4021,11,4032
General,Wardha,AKSHAY MEHARE BHARTIYA,Other,Akhil Bhartiya Parivar Party,21,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,5446,8,5467
General,Wardha,AMAR SHARADRAO KALE,Other,Nationalist Congress Party – Sharadchandra Pawar,2345,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,530761,1,533106
General,Wardha,ANIL K. GHUSHE,Other,Independent,4,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1967,14,1971
General,Wardha,ARVIND SHAMRAO LILLORE,Other,Independent,1,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1475,17,1476
General,Wardha,ASHISH LEKHIRAM IZANKAR,Other,Vidarbha Rajya Aghadi,9,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1819,15,1828
General,Wardha,ASIF,Other,Independent,6,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,15176,5,15182
General,Wardha,DIXITA ANAND,Other,Desh Janhit Party,5,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,731,24,736
General,Wardha,DR. MOHAN RAMRAOJI RAIKWAR,Other,Bahujan Samaj Party,142,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,20653,3,20795
General,Wardha,DR. MORESHWAR RAMJI NAGRALE,Other,Republican Party of India,5,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,792,23,797
General,Wardha,JAGADISH UDDVRAO WANKHADE,Other,Independent,11,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,2338,12,2349
General,Wardha,KISHOR BABA PAVAR,Other,Independent,3,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,12917,6,12920
General,Wardha,KRUSHNA ANNAJI KALODE,Other,Hindrashtra Sangh,9,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1052,21,1061
General,Wardha,KRUSHNA SUBHASHRAO FULKARI,Other,Lok Swarajya Party,1,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1342,19,1343
General,Wardha,MAROTI GULABRAO UIKE,Other,Gondvana Gantantra Party,21,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,4651,9,4672
General,Wardha,NOTA,Other,None of the Above,51,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,4583,10,4634
General,Wardha,POOJA PANKAJ TADAS,Other,Independent,14,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,2121,13,2135
General,Wardha,PROF. RAJENDRA GULABRAO SALUNKHE,Other,Vanchit Bahujan Aaghadi,84,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,15408,4,15492
General,Wardha,RAHUL T. BHOYAR,Other,Independent,4,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,685,25,689
General,Wardha,RAMDAS CHANDRABHAN TADAS,BJP,Bharatiya Janata Party,1859,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,449599,2,451458
General,Wardha,RAMESH SINHA,Other,Independent,'-,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,799,22,799
General,Wardha,RAMRAO BAJIRAO GHODASKAR,Other,All India Forward Bloc,20,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1418,18,1438
General,Wardha,SUHAS V. THAKARE,Other,Independent,9,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,7639,7,7648
General,Wardha,UMESH SOMAJI WAWARE,Other,Maharashtra Vikas Aghadi,15,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1231,20,1246
General,Wardha,VIJAY DNYANESHWARRAO SHRIRAO,Other,Independent,15,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1723,16,1738
General,Wayanad,AJEEB MUHAMMED,Other,Independent,8,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,796,9,804
General,Wayanad,ANNIE RAJA,Other,Communist Party of India,2429,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,280594,2,283023
General,Wayanad,K SURENDRAN,BJP,Bharatiya Janata Party,1177,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,139868,3,141045
General,Wayanad,NOTA,Other,None of the Above,67,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,6932,4,6999
General,Wayanad,P RADHAKRISHNAN,Other,Independent,7,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,555,10,562
General,Wayanad,P.R KRISHNANKUTTY,Other,Bahujan Samaj Party,27,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,1946,5,1973
General,Wayanad,PRASEETHA AZHIKODE,Other,Independent,26,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,814,8,840
General,Wayanad,RAHUL GANDHI,INC,Indian National Congress,5146,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,642299,1,647445
General,Wayanad,SATHYAN K.P,Other,Independent,42,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,1017,6,1059
General,Wayanad,SINOJ A.C,Other,Independent,18,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,885,7,903
General,West Delhi,AJ RAJAN,Other,Navarang Congress Party,6,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,2381,6,2387
General,West Delhi,AMIT KUMAR SINGH,Other,Rashtriya Suraksha Party,3,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,571,20,574
General,West Delhi,ANJU SHARMA,Other,Independent,4,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,1263,9,1267
General,West Delhi,CHAMAN LAL VERMA,Other,Samaj Vikas Kranti Party,2,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,418,23,420
General,West Delhi,CHARANJEET SINGH,Other,All India Forward Bloc,5,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,614,17,619
General,West Delhi,DEEPAK SHARMA,Other,Bharatiya Jan Jagriti Party,8,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,362,24,370
General,West Delhi,JARNAIL SINGH,Other,Independent,6,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,1083,11,1089
General,West Delhi,JAYA RAMAN,Other,Sarvlokhit Samaj Party,7,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,439,21,446
General,West Delhi,KAMALJEET SEHRAWAT,BJP,Bharatiya Janata Party,4326,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,838332,1,842658
General,West Delhi,KAPIL MARWAH,Other,Independent,1,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,1154,10,1155
General,West Delhi,MADHU,Other,Akhil Bhartiya Parivar Party,3,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,1056,12,1059
General,West Delhi,MAHABAL MISHRA,Other,Aam Aadmi Party,1886,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,641759,2,643645
General,West Delhi,MEENA UJJAINWAL,Other,Peoples Party of India (Democratic),4,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,752,16,756
General,West Delhi,NOTA,Other,None of the Above,75,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,8624,3,8699
General,West Delhi,OM PRAKASH NARAYAN,Other,Aapki Apni Party (Peoples),3,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,1770,8,1773
General,West Delhi,PRAMOD KUREEL,Other,Bahujan National Party (Ambedkar),1,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,585,19,586
General,West Delhi,RAJIV KANT MISHRA,Other,Independent,'-,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,995,13,995
General,West Delhi,RAM NARAYAN MOHANTY,Other,Independent,1,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,433,22,434
General,West Delhi,RAMESH KUMAR JAIN @ NIRBHIK,Other,Gareeb Aadmi Party,'-,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,971,14,971
General,West Delhi,RAVI,Other,Independent,2,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,280,25,282
General,West Delhi,SABIR KHAN,Other,Independent,1,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,3096,5,3097
General,West Delhi,SUNIL MEGHWAL,Other,Ambedkarite Party of India,2,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,1874,7,1876
General,West Delhi,UMA SHANKAR TIWARI,Other,Bhartiya Mahasangh Party,5,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,753,15,758
General,West Delhi,UMESH CHAUHAN,Other,Rashtriya Rashtrawadi Party,3,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,611,18,614
General,West Delhi,VISHAKHA,Other,Bahujan Samaj Party,65,Delhi,"EVM_votes, postal_votes, total_votes in absolute number",2024,7899,4,7964
General,Yavatmal- Washim,AMOL KOMAWAR,Other,Hindrashtra Sangh,13,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,3364,11,3377
General,Yavatmal- Washim,ANIL JAYRAM RATHOD,Other,Samnak Janta Party,215,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,56175,3,56390
General,Yavatmal- Washim,DHARAM DILIPSING THAKUR,Other,Sanman Rajkiya Paksha,16,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,4539,10,4555
General,Yavatmal- Washim,DIKSHANT NAMDEVRAO SAWAIKAR,Other,Independent,8,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1095,17,1103
General,Yavatmal- Washim,DR ARJUNKUMAR SITARAM RATHOD,Other,Independent,6,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1857,15,1863
General,Yavatmal- Washim,GOKUL PREMDAS CHAVHAN,Other,Independent,3,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1091,18,1094
General,Yavatmal- Washim,HARISING (HARIBHAU) NASARU RATHOD,Other,Bahujan Samaj Party,140,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,17256,4,17396
General,Yavatmal- Washim,MANOJ MAHADEORAO GEDAM,Other,Independent,11,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,2783,13,2794
General,Yavatmal- Washim,NOTA,Other,None of the Above,75,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,9316,5,9391
General,Yavatmal- Washim,NUR ALI MAHEBUB ALI SHAH,Other,Independent,7,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1951,14,1958
General,Yavatmal- Washim,PRO KISAN RAMRAO AMBURE,Other,Independent,15,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1705,16,1720
General,Yavatmal- Washim,RAJSHRITAI HEMANT PATIL (MAHALLE),Other,Shiv Sena,1820,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,498514,2,500334
General,Yavatmal- Washim,RAMDAS BAJIRAO GHODAM,Other,Independent,5,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,6776,7,6781
General,Yavatmal- Washim,SANDIP SAMPAT SHINDE,Other,Independent,3,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,5511,9,5514
General,Yavatmal- Washim,SANGITA DINESH CHAVHAN,Other,Independent,11,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,7169,6,7180
General,Yavatmal- Washim,SANJAY UTTAMRAO DESHMUKH,Other,Shiv Sena (Uddhav Balasaheb Thackrey),2908,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,591899,1,594807
General,Yavatmal- Washim,UTTAM ONKAR INGOLE,Other,Peoples Party of India (Democratic),17,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,2958,12,2975
General,Yavatmal- Washim,VINOD PANJABRAO NANDAGAVALI,Other,Independent,7,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,6291,8,6298
General,Zahirabad,ANILKUMAR GALI,Other,Bharat Rashtra Samithi,666,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,171412,3,172078
General,Zahirabad,ASHOK TALARI,Other,Independent,6,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,831,19,837
General,Zahirabad,B. B. PATIL,BJP,Bharatiya Janata Party,6207,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,476023,2,482230
